"Genes"	"regulator"
"MYB"	1
"ALDH8A1"	0
"SGK1"	0
"RNF146"	0
"CCN2"	0
"TCF21"	1
"PMFBP1"	0
"FBXL5"	0
"MED28"	0
"SLC16A7"	0
"RXYLT1"	0
"ZNF430"	1
"VAMP8"	0
"DCLRE1B"	0
"MYL12B"	0
"FOXO3"	1
"ARMC2"	0
"RPN2"	0
"TGIF2"	1
"PKD2"	0
"ABCG2"	0
"SPP1"	0
"STBD1"	0
"CCNI"	0
"RARRES1"	0
"MFSD1"	0
"RAB3GAP2"	0
"EEF2KMT"	0
"PPL"	0
"UBN1"	0
"KLF12"	1
"UCHL3"	0
"PCDH17"	0
"HS1BP3"	0
"LDAH"	0
"WDR35"	0
"CCND2"	0
"ELL2"	0
"DNAH7"	0
"CYP20A1"	0
"NDUFB3"	0
"GTF3C3"	0
"SATB2"	1
"UBE2B"	0
"TRPM6"	0
"GDA"	0
"KLF9"	1
"TJP2"	0
"ITGB1BP1"	0
"CPSF3"	0
"PIGZ"	0
"SENP5"	0
"CCDC92"	0
"C1orf198"	0
"HEATR1"	0
"PTBP3"	0
"RAD23B"	0
"FKBP15"	0
"CTNNAL1"	0
"ABITRAM"	0
"DYNC2I2"	0
"SET"	0
"PTPA"	0
"GLE1"	0
"RAB14"	0
"CNTRL"	0
"TRIM32"	0
"FBXW2"	0
"PHF19"	0
"NEK6"	0
"BSPRY"	0
"PPP6C"	0
"NDUFA8"	0
"HDHD3"	0
"RBM18"	0
"HSDL2"	0
"MAPKAP1"	0
"NR4A3"	1
"INVS"	0
"GALNT12"	0
"DENND1A"	0
"ALG2"	0
"CSF3R"	0
"KDSR"	0
"VPS4B"	0
"ONECUT2"	1
"C19orf25"	0
"ZBTB45"	1
"YLPM1"	1
"DCAF4"	0
"FCF1"	0
"PGF"	0
"IFI27L2"	0
"BBOF1"	0
"NEK9"	0
"ACYP1"	0
"IFT43"	0
"NPC2"	0
"DNAL1"	0
"IRF2BPL"	0
"ACOT2"	0
"LTBP2"	0
"AREL1"	0
"MLH3"	0
"TTLL5"	0
"FLVCR2"	0
"ABCD4"	0
"DLST"	0
"PPP4R4"	0
"TGFB3"	0
"ZC2HC1C"	0
"SLIRP"	0
"RBM25"	0
"ALDH6A1"	0
"GPR68"	0
"EIF2B2"	0
"NRDE2"	0
"COQ6"	0
"ZNF410"	1
"RHOQ"	0
"GPR75"	0
"SUPT7L"	0
"KLHL29"	0
"DNMT3A"	1
"TMEM214"	0
"ATAD2B"	0
"FKBP1B"	0
"ATL2"	0
"YPEL5"	0
"FAM98A"	0
"YIPF4"	0
"AFTPH"	0
"LGALSL"	0
"CNRIP1"	0
"BCL11A"	1
"CRIPT"	0
"EPCAM"	0
"SLC17A5"	0
"OGFRL1"	0
"SLF2"	0
"IDE"	0
"ELOVL3"	0
"IFIT3"	0
"IFIT2"	0
"GPAM"	0
"CUTC"	0
"PPP1R3C"	0
"PYROXD2"	0
"CNNM1"	0
"MXI1"	1
"SMNDC1"	0
"C10orf88"	0
"HELLS"	0
"TCTN3"	0
"DENND10"	0
"AVPI1"	0
"WDR11"	0
"ARMH3"	0
"KCNIP2"	0
"CFAP58"	0
"GOT1"	0
"C10orf95"	0
"GNA13"	0
"KANSL1"	0
"HOXB5"	1
"HOXB3"	1
"DUSP1"	0
"PANK3"	0
"MSX2"	1
"TEK"	0
"RCL1"	0
"CAAP1"	0
"MOB3B"	0
"CD274"	0
"NUP43"	0
"MTHFD1L"	0
"LRP11"	0
"CCDC170"	0
"PCMT1"	0
"PLEKHG1"	0
"MYCT1"	0
"TASL"	0
"CYSTM1"	0
"WDR55"	0
"ARAP3"	0
"PCDHB8"	0
"PCDHB10"	0
"PCDHB14"	0
"PCDHB12"	0
"MRPS14"	0
"CENPL"	0
"TNFSF18"	0
"GORAB"	0
"ACAT2"	0
"TCP1"	0
"SNX19"	0
"KCNJ5"	0
"MSANTD2"	0
"TP53AIP1"	0
"PDZD11"	0
"SLC10A7"	0
"NUDCD1"	0
"ENY2"	0
"MASTL"	0
"KIAA1217"	0
"PLXDC2"	0
"EPC1"	0
"IQSEC3"	0
"CCDC77"	0
"TAF12"	0
"ENOX1"	0
"TNFSF11"	0
"MTRF1"	0
"DNAJC15"	0
"PROSER1"	0
"UFM1"	0
"WBP4"	0
"ELF1"	1
"SMAD9"	1
"HSPH1"	0
"KBTBD7"	0
"ALG5"	0
"EXOSC8"	0
"ETF1"	0
"TGFBI"	0
"FAM53C"	0
"SIL1"	0
"PAIP2"	0
"KDM3B"	0
"EGR1"	1
"SERP1"	0
"PLS1"	0
"ZFP30"	1
"NR2C1"	1
"UTP20"	0
"TMPO"	0
"ARL1"	0
"GLT8D2"	0
"MTERF2"	0
"SOCS2"	0
"NFYB"	1
"WASHC3"	0
"APAF1"	0
"DUSP4"	0
"CLU"	0
"TNFRSF10B"	0
"SORBS3"	0
"PTK2B"	0
"PPP3CC"	0
"PDLIM2"	0
"EPHX2"	0
"RNF170"	0
"UBIAD1"	0
"TARDBP"	1
"TNFRSF8"	0
"ZNF706"	1
"LYPLA1"	0
"CRISPLD1"	0
"COPS5"	0
"RDH10"	0
"AKAP1"	0
"COIL"	0
"TRIM25"	0
"SCPEP1"	0
"SPOP"	0
"TBX2"	1
"SLC35B1"	0
"TBX4"	1
"NACA3P"	0
"TEX14"	0
"FAM117A"	0
"NCAPH"	0
"LRAT"	0
"TMEM131L"	0
"MND1"	0
"TRIM6"	0
"ABCC11"	0
"TENT4B"	0
"ADCY7"	0
"CEP89"	0
"TSHZ3"	1
"ECHDC2"	0
"PLBD1"	0
"PYROXD1"	0
"KCNJ8"	0
"BCL2L14"	0
"PSPC1"	1
"ZNF549"	1
"ZSCAN18"	1
"ZNF211"	1
"PDZRN3"	0
"LHX4"	1
"RNF2"	1
"TRMT1L"	0
"SEC22A"	0
"CSTA"	0
"POPDC2"	0
"B4GALT4"	0
"NAA50"	0
"CD80"	0
"KIF18A"	0
"DESI2"	0
"MAPK8IP1"	0
"CRY2"	0
"PEX16"	0
"DEPDC7"	0
"CAT"	0
"PILRB"	0
"ZMYM2"	0
"GJB6"	0
"GJA3"	0
"TBC1D15"	0
"ADGRB2"	0
"ZCCHC17"	0
"FABP3"	0
"KHDRBS1"	0
"TMEM39B"	0
"CCRL2"	0
"CCR2"	0
"POLR3GL"	0
"TNFSF10"	0
"ZNF639"	1
"PIK3CA"	0
"PDS5A"	0
"TMEM156"	0
"LIAS"	0
"CPXM2"	0
"TMEM54"	0
"ZSCAN20"	1
"CSMD2"	0
"HPCA"	0
"LRIF1"	0
"TMIGD3"	0
"CLCC1"	0
"GPSM2"	0
"GTDC1"	0
"CXCR4"	0
"ZRANB3"	0
"ACVR2A"	0
"POLK"	0
"FLT3"	0
"RPL21"	0
"MTIF3"	0
"GTF3A"	1
"RASL11A"	0
"UBL3"	0
"FYTTD1"	0
"MTERF4"	0
"XPNPEP2"	0
"SASH3"	0
"OCRL"	0
"MRPS2"	0
"FMOD"	0
"LAX1"	0
"KIAA1191"	0
"COPA"	0
"CD244"	0
"LY9"	0
"HS3ST2"	0
"RBBP6"	0
"ZC3H7A"	1
"SERAC1"	0
"ANXA11"	0
"LDB3"	0
"SHLD2"	0
"PRXL2A"	0
"ZNF205"	1
"NAA60"	0
"RPL5"	0
"ODF2L"	0
"PTGFR"	0
"SPATA1"	0
"TRMT13"	0
"LRRC39"	0
"RWDD3"	0
"ZNF644"	1
"CCDC18"	0
"RPAP2"	0
"SLC66A2"	0
"BBS9"	0
"PMS2"	0
"ZMIZ2"	0
"SEPTIN7"	0
"EEPD1"	0
"KLHL7"	0
"HERPUD2"	0
"CBX3"	0
"HNRNPA2B1"	0
"WIPF3"	0
"FAM126A"	0
"HOXA7"	1
"INHBA"	0
"FKBP9"	0
"NT5C3A"	0
"ARL4A"	0
"CCZ1"	0
"POLM"	0
"RAMP3"	0
"MRM2"	0
"TWIST1"	1
"SMU1"	0
"GLIPR2"	0
"SLC25A51"	0
"CLTA"	0
"RECK"	0
"ACO1"	0
"PHF24"	0
"DCAF10"	0
"KIAA1549"	1
"TRIM24"	0
"CYREN"	0
"CALD1"	0
"SFTPA1"	0
"PLAU"	0
"SRGN"	0
"CHST3"	0
"BICC1"	0
"CISD1"	0
"EGR2"	1
"ECD"	0
"P4HA1"	0
"SLC25A16"	0
"ZWINT"	0
"VPS26A"	0
"RBM19"	0
"CIT"	0
"IFT81"	0
"ACADS"	0
"HVCN1"	0
"NME2P1"	0
"DDX54"	0
"MED13L"	0
"CDKN2C"	0
"RNF11"	0
"RASSF8"	0
"BHLHE41"	1
"SSPN"	0
"ITPR2"	0
"CCDC91"	0
"NECAB1"	0
"WWP1"	0
"ACOT9"	0
"PRDX4"	0
"DDX39A"	0
"PKN1"	0
"TRIR"	0
"ADGRE5"	0
"WDR83"	0
"GIPC1"	0
"SPRYD7"	0
"EBPL"	0
"ATP7B"	0
"ZC3H13"	1
"GUCY1B2"	0
"NLN"	0
"CENPK"	0
"OPTN"	0
"ITIH5"	0
"ATF1"	1
"TSFM"	0
"ARHGAP9"	0
"NCKAP1L"	0
"MMP19"	0
"PFDN5"	0
"SPATS2"	0
"ORMDL2"	0
"NR4A1"	1
"PDE1B"	0
"HOXC13"	1
"CDK2"	0
"LRP1"	0
"ATG101"	0
"NFE2"	1
"IKZF4"	1
"SMUG1"	0
"TUBA1B"	0
"EEF1AKMT3"	0
"KBTBD4"	0
"SARDH"	0
"ATPAF1"	0
"STIL"	0
"HJURP"	0
"IL13RA2"	0
"COL10A1"	0
"AMD1"	0
"NDUFAF4"	0
"USP45"	0
"MORF4L2"	0
"RAB9B"	0
"NRK"	0
"FAM199X"	0
"RAB9A"	0
"METTL8"	0
"TTC21B"	0
"NMI"	0
"TNFAIP6"	0
"ACVR1C"	0
"BAZ2B"	0
"SLC36A1"	0
"LPGAT1"	0
"BATF3"	1
"G0S2"	0
"KCNJ2"	0
"RAP2C"	0
"EXOSC9"	0
"PLA2G12A"	0
"B9D2"	0
"COQ8B"	0
"PFKFB2"	0
"C4BPA"	0
"ZNF137P"	0
"RAB38"	0
"AGO2"	0
"MXD4"	1
"PMS2P5"	0
"CKS2"	0
"ACSL3"	0
"CHPF"	0
"DNPEP"	0
"INHA"	0
"OBSL1"	0
"FAM124B"	0
"SLC12A4"	0
"ENKD1"	0
"FAM210B"	0
"PI3"	0
"SNX21"	0
"SLPI"	0
"WFDC3"	0
"TTPAL"	0
"PREX1"	0
"SLC12A5"	0
"ARHGAP40"	0
"SDC4"	0
"NCOA3"	1
"PIGT"	0
"NCOA5"	1
"VAPB"	0
"PARD6B"	0
"ATP5F1E"	0
"CHD6"	0
"PLCG1"	0
"TOX2"	1
"SRSF6"	0
"ARFGEF2"	0
"ZNFX1"	1
"ZNF831"	1
"CSE1L"	0
"RAB22A"	0
"PTGIS"	0
"STAU1"	0
"CDH26"	0
"SNAI1"	1
"MOCS3"	0
"STX16"	0
"PPP4R1L"	0
"PMEPA1"	0
"RNF114"	0
"DDX27"	0
"BCAS4"	0
"KCNK15"	0
"TP53TG5"	0
"ZBP1"	1
"NEURL2"	0
"MTRR"	0
"FASTKD3"	0
"PEPD"	0
"IQSEC2"	0
"VAMP7"	0
"IL9R"	0
"XG"	0
"STAMBP"	0
"NAGK"	0
"MCEE"	0
"PAIP2B"	0
"SNRNP27"	0
"MPHOSPH10"	0
"ATP8A1"	0
"USP22"	0
"POF1B"	0
"HIF3A"	1
"ZNF576"	1
"ZNF45"	1
"LYPD3"	0
"USP9X"	0
"F13A1"	0
"GRM4"	0
"TRERF1"	1
"PACSIN1"	0
"BTN2A2"	0
"SIRT5"	0
"MRS2"	0
"WRNIP1"	0
"RRP36"	0
"BTN2A3P"	0
"SNRPC"	0
"SERPINB6"	0
"XPO5"	0
"ABCC10"	0
"PEX6"	0
"NQO2"	0
"OARD1"	0
"UNC5CL"	0
"AARS2"	0
"ZNF391"	1
"RPS10"	0
"MOCS1"	0
"H2BC11"	0
"MED20"	0
"TBCC"	0
"SPDEF"	1
"MAD2L1BP"	0
"KLHDC3"	0
"GNMT"	0
"TREM1"	0
"MEA1"	0
"KLHL31"	0
"COL21A1"	0
"CDKN1A"	0
"SOX4"	1
"GLO1"	0
"CPNE5"	0
"KCNK17"	0
"RREB1"	1
"SSR1"	0
"RIOK1"	0
"NRN1"	0
"SLC35B3"	0
"RPP40"	0
"ATXN1"	0
"NUP153"	0
"DEK"	0
"EEF1E1"	0
"RUNX2"	1
"LRRFIP1"	1
"RAB17"	0
"CXCL6"	0
"EREG"	0
"MYRF"	1
"AHNAK"	0
"EMC3"	0
"SH3TC1"	0
"CNOT1"	0
"LRRC29"	0
"BBS2"	0
"MT1G"	0
"MT2A"	0
"C16orf70"	0
"GOT2"	0
"DOK4"	0
"GPR18"	0
"CLYBL"	0
"TMTC4"	0
"RAP2A"	0
"ABCC4"	0
"EFNB2"	0
"SOX21"	1
"TM9SF2"	0
"HROB"	0
"IRF1"	1
"UPF3B"	0
"RNF113A"	0
"SEPTIN6"	0
"TMEM255A"	0
"NDUFA1"	0
"DMAC2L"	0
"BMP4"	0
"PTGER2"	0
"FAM193A"	0
"GRK4"	0
"SOX9"	1
"HS3ST3B1"	0
"SLC25A35"	0
"MRPS7"	0
"GGA3"	0
"ARMC7"	0
"NUP85"	0
"SLC25A19"	0
"MIF4GD"	0
"NT5C"	0
"MSTO1"	0
"TTF1"	1
"GTF3C4"	0
"DDX31"	0
"PPP1R12C"	0
"MBOAT7"	0
"SRMS"	0
"OPRL1"	0
"SLC2A4RG"	0
"FNDC11"	0
"PPDPF"	0
"IL1B"	0
"CHCHD5"	0
"PAX8"	1
"INSIG2"	0
"POLR1B"	0
"CCDC93"	0
"PSD4"	0
"SLC25A23"	0
"PSPN"	0
"GTF2F1"	0
"ALKBH7"	0
"CLPP"	0
"TNFSF9"	0
"THOC2"	0
"MED1"	1
"RPL23"	0
"ATG4C"	0
"CD70"	0
"C3"	0
"SH2D3A"	0
"TRIP10"	0
"GPR108"	0
"TNFSF14"	0
"FOSB"	1
"OPA3"	0
"SNRPD2"	0
"RTN2"	0
"EML2"	0
"VASP"	0
"SYMPK"	0
"GPCPD1"	0
"SDCBP2"	0
"PANK2"	0
"TGM3"	0
"FOXA2"	1
"CD93"	0
"GZF1"	1
"NAPB"	0
"CENPB"	0
"PSMF1"	0
"DTD1"	0
"RBCK1"	0
"TMX4"	0
"STK35"	0
"SNRPB"	0
"NRSN2"	0
"AP5S1"	0
"RRBP1"	0
"BMP2"	1
"ZNF133"	1
"FLRT3"	0
"OVOL2"	1
"MKKS"	0
"BFSP1"	0
"DSTN"	0
"LAMP5"	0
"SNRPB2"	0
"MGME1"	0
"LRRN4"	0
"TBC1D20"	0
"ITPA"	0
"TCF15"	1
"MCM8"	0
"TMEM74B"	0
"FAM110A"	0
"MRPS26"	0
"S1PR4"	0
"NCLN"	0
"HNRNPR"	0
"ZNF436"	1
"MAX"	1
"ARMCX5"	0
"MMP24"	0
"NECAB3"	0
"ID1"	1
"RALY"	0
"DYNLRB1"	0
"EIF2S2"	0
"ERGIC3"	0
"ROMO1"	0
"FAM83C"	0
"BPIFB1"	0
"CEP250"	0
"PLAGL2"	1
"MMP24OS"	0
"KDM5C"	1
"AMOT"	0
"TMEM115"	0
"PSMB2"	0
"AGO3"	0
"UROD"	0
"ST3GAL3"	0
"TMEM53"	0
"HECTD3"	0
"KLC1"	0
"XRCC3"	0
"TUBGCP3"	0
"MCF2L"	0
"F10"	0
"PCID2"	0
"LRFN3"	0
"IGFLR1"	0
"CAPNS1"	0
"PDCD2L"	0
"RBM42"	0
"UBA2"	0
"FFAR2"	0
"HCST"	0
"COX6B1"	0
"THRA"	1
"CCR7"	0
"NR1D1"	1
"FRMD8"	0
"PRDX5"	0
"BCL2L12"	0
"IRF3"	1
"PRMT1"	0
"RRAS"	0
"PRRG2"	0
"SCAF1"	0
"PRR12"	0
"FLRT1"	0
"ASL"	0
"SBDS"	0
"STAT5A"	1
"WNK4"	0
"BECN1"	0
"TRAP1"	0
"GLIS2"	1
"NSRP1"	0
"DNAJC8"	0
"AHDC1"	0
"IFI6"	0
"ZNF384"	1
"EMG1"	0
"UXT"	0
"CFP"	0
"ELK1"	1
"TIMM17B"	0
"PCNX4"	0
"ATG14"	0
"KTN1"	0
"SIX1"	1
"RHOJ"	0
"DLGAP5"	0
"L3HYPDH"	0
"HSPA2"	0
"ZBTB1"	1
"TRMT5"	0
"SGPP1"	0
"PLEKHG3"	0
"RHOT1"	0
"EVI2A"	0
"OMG"	0
"DYNC2I1"	0
"AIF1L"	0
"FAM78A"	0
"NUP214"	0
"SLC10A3"	0
"MAP2K2"	0
"HNRNPH2"	0
"ARMCX1"	0
"TMEM35A"	0
"TIMM8A"	0
"ZC4H2"	0
"CANX"	0
"INTS11"	0
"RGS13"	0
"IPPK"	0
"ZNF484"	1
"OMD"	0
"FGD3"	0
"HIVEP3"	1
"PPCS"	0
"EDN2"	0
"BCL11B"	1
"COX7C"	0
"TRAF2"	0
"ABHD8"	0
"MASP1"	0
"ATP13A4"	0
"PLAAT1"	0
"HELB"	0
"RAP1B"	0
"TSPAN8"	0
"RAB3IP"	0
"PTPRB"	0
"DYRK2"	0
"YEATS4"	1
"TAS2R5"	0
"LRRC61"	0
"IDUA"	0
"FGFRL1"	0
"TMEM175"	0
"AUNIP"	0
"PIN1"	0
"FBXL12"	0
"EMC1"	0
"PLA2G5"	0
"UBR4"	0
"HP1BP3"	0
"ADGRE2"	0
"SIN3B"	0
"SLC35E1"	0
"EPS15L1"	0
"KLF2"	1
"F2RL3"	0
"UQCR11"	0
"GFER"	0
"SYNGR3"	0
"PKMYT1"	0
"WFIKKN1"	0
"WDR24"	0
"FBXL16"	0
"CHTF18"	0
"TUBBP1"	0
"MACF1"	0
"SMARCA4"	1
"KDM4B"	0
"TICAM1"	0
"METTL25"	0
"EMC6"	0
"METTL16"	0
"TUBA4A"	0
"AAMP"	0
"PNKD"	0
"TNFRSF19"	0
"RNF6"	0
"ECHS1"	0
"AKAP9"	0
"GNG11"	0
"SEM1"	0
"GNGT1"	0
"HIP1"	0
"PTPN12"	0
"POR"	0
"FGL2"	0
"STYXL1"	0
"STEAP4"	0
"GNAI1"	0
"PMS2P3"	0
"PEX1"	0
"MTERF1"	0
"SGCE"	0
"RBM48"	0
"CASD1"	0
"ZNF780B"	1
"LRFN1"	0
"ZFP36"	0
"SRD5A3"	0
"RASL11B"	0
"PAICS"	0
"KDR"	0
"PPAT"	0
"TUBGCP6"	0
"ADM2"	0
"DGCR6L"	0
"DGCR8"	0
"ASPHD2"	0
"VPREB3"	0
"SDF2L1"	0
"YWHAH"	0
"POM121L9P"	0
"GNAZ"	0
"MGAT3"	0
"ATF4"	1
"A4GALT"	0
"CDC42EP1"	0
"APOL3"	0
"MCHR1"	0
"TPST2"	0
"BAIAP2L2"	0
"MPST"	0
"TST"	0
"APOL2"	0
"RAC2"	0
"LIF"	0
"C22orf23"	0
"APOBEC3A"	0
"APOBEC3F"	0
"RIBC2"	0
"KRT17"	0
"EMC4"	0
"RNF112"	1
"SPECC1"	0
"CPA4"	0
"DOCK4"	0
"POT1"	0
"ATP6V1F"	0
"LSM8"	0
"CDHR3"	0
"PRKRIP1"	0
"PODXL"	0
"FOXP2"	1
"STRIP2"	0
"IFT22"	0
"MKLN1"	0
"DNAJB9"	0
"FLNC"	0
"LRRC4"	0
"CALU"	0
"CCDC136"	0
"SMO"	0
"IRF5"	1
"LRRC17"	0
"KLHDC10"	0
"NDUFA5"	0
"OPN1SW"	0
"MRPS12"	0
"MYO1B"	0
"HOXD1"	1
"MTX2"	0
"CHN1"	0
"GAD1"	0
"EIF2S2P4"	0
"OSGEPL1"	0
"ORMDL1"	0
"HAT1"	0
"HOXD9"	1
"HOXD10"	1
"HOXD11"	1
"HERC2"	0
"SNRPN"	0
"PSMG2"	0
"TWSG1"	0
"ARHGAP22"	0
"WDFY4"	0
"EIF2AK4"	0
"MYO5C"	0
"CGNL1"	0
"TMOD2"	0
"TTBK2"	0
"ELL3"	0
"CCDC32"	0
"INO80"	0
"ICE2"	0
"DLL4"	0
"ALDH1A2"	0
"MINDY2"	0
"IVD"	0
"KNSTRN"	0
"DUT"	0
"CHAC1"	0
"CLN6"	0
"ARPP19"	0
"VPS13C"	0
"CALML4"	0
"ISLR"	0
"THAP10"	1
"LOXL1"	0
"ACKR4"	0
"ANAPC13"	0
"MBD4"	1
"COPB1"	0
"PSMA1"	0
"SUMF2"	0
"PALLD"	0
"SPCS3"	0
"BBOX1"	0
"SERGEF"	0
"TPH1"	0
"E2F8"	1
"DCTD"	0
"SOX15"	1
"PIMREG"	0
"RPAIN"	0
"USP6"	0
"PLD2"	0
"CD68"	0
"TXNDC17"	0
"ATP1B2"	0
"FXR2"	0
"KIF1C"	0
"MPDU1"	0
"PHF20L1"	0
"LRRC6"	0
"CCNT1"	0
"PUS7L"	0
"KRI1"	0
"ILF3"	0
"SLC44A2"	0
"AP1M2"	0
"CDKN2D"	0
"MTUS1"	0
"KLK14"	0
"SIGLEC9"	0
"KLK10"	0
"NGDN"	0
"RIPK3"	0
"ADCY4"	0
"RAB2B"	0
"BCL2L2"	0
"AJUBA"	0
"DTD2"	0
"PARP2"	0
"HEATR5A"	0
"FOXA1"	1
"SNX6"	0
"EAPP"	0
"EGLN3"	0
"MIS18BP1"	1
"NRL"	1
"RNASE1"	0
"NEDD8"	0
"DAD1"	0
"TEP1"	0
"EPB41L4A"	0
"CDO1"	0
"REEP5"	0
"ITFG1"	0
"QRICH2"	0
"FOXJ1"	1
"SEC14L1"	0
"RHBDF2"	0
"ARHGEF6"	0
"MAP7D3"	0
"FGF13"	0
"ASH2L"	1
"TTI2"	0
"CHRNA10"	0
"CDKN1C"	0
"SGO1"	0
"RPS4Y1"	0
"KLF16"	1
"PGAP6"	0
"DOHH"	0
"MAU2"	0
"SHC2"	0
"ABHD17A"	0
"TNNI3"	0
"CBFA2T3"	0
"GAMT"	0
"PUDP"	0
"ERMARD"	0
"PHF10"	1
"PRRG3"	0
"CRACR2A"	0
"STARD8"	0
"FAM155B"	0
"SAT1"	0
"GNL3L"	0
"SH3BP4"	0
"MOSPD2"	0
"DOCK6"	0
"ECSIT"	0
"LDLR"	0
"ELOF1"	0
"PRKCSH"	0
"CNN1"	0
"CDC16"	0
"THEM6"	0
"NECTIN2"	0
"APOE"	0
"TOMM40"	0
"APOC1"	0
"GADD45G"	0
"LRCH2"	0
"XPO7"	0
"ACE2"	0
"FAM98C"	0
"SAFB2"	0
"RPL36"	0
"ATP8B3"	0
"KIF1A"	0
"GTPBP3"	0
"PLVAP"	0
"BST2"	0
"SLC27A1"	0
"NSUN5"	0
"USHBP1"	0
"COLGALT1"	0
"DDA1"	0
"MRPL34"	0
"PGLS"	0
"LSM7"	0
"TULP4"	1
"SNX9"	0
"RTN4IP1"	0
"QRSL1"	0
"MTRES1"	0
"RSPH3"	0
"MLLT1"	1
"AFDN"	0
"ACTN4"	0
"STK33"	0
"NDUFA10"	0
"ARPC1B"	0
"ZSWIM6"	0
"FCHO1"	0
"UNC13A"	0
"MAP1S"	0
"KLHDC7B"	0
"PXDN"	0
"SSBP4"	0
"GDF15"	0
"PGPEP1"	0
"IQCN"	0
"LSM4"	0
"JUND"	1
"TRPM4"	0
"ZNF557"	1
"CRB3"	0
"OLFM1"	0
"CAMSAP1"	0
"UBAC1"	0
"ZBTB46"	1
"HELZ2"	0
"SAMD10"	0
"LSP1"	0
"TNNT3"	0
"TNNI2"	0
"H19"	0
"COL5A1"	0
"ATXN10"	0
"TUBGCP2"	0
"CYP2E1"	0
"PNPLA7"	0
"PAK4"	0
"ZNF337"	1
"CEP85"	0
"TAF4"	0
"RBBP8NL"	0
"LAMA5"	0
"OSBPL2"	0
"ADRM1"	0
"ASS1"	0
"EXOSC2"	0
"POMT1"	0
"UCK1"	0
"FIBCD1"	0
"CHMP2A"	0
"UBE2M"	0
"TRIM28"	0
"METTL26"	0
"YIPF2"	0
"ATG4D"	0
"EIF2S3"	0
"TMEM160"	0
"ZC3H4"	1
"NPAS1"	1
"GMFG"	0
"MAP3K10"	0
"ARHGEF16"	0
"LRRC47"	0
"SESN2"	0
"SMPDL3B"	0
"ATP5IF1"	0
"MED18"	0
"THEMIS2"	0
"CLIP1"	0
"HIP1R"	0
"ZNF317"	1
"PPAN"	0
"EIF3G"	0
"ANGPTL6"	0
"SHFL"	0
"DNMT1"	1
"ZNF426"	1
"SLC6A8"	0
"PNCK"	0
"DKC1"	0
"PLXNA3"	0
"DUSP9"	0
"MPP1"	0
"ZNF331"	1
"ZNF236"	1
"LRP3"	0
"C12orf65"	0
"NOL11"	0
"UBE4B"	0
"CASZ1"	1
"PKDREJ"	0
"HSD17B3"	0
"HABP4"	0
"SLC35D2"	0
"PRRG1"	0
"UBA1"	0
"RGN"	0
"POLN"	0
"PPIL4"	0
"ULBP2"	0
"AKAP12"	0
"SYNE1"	0
"ULBP3"	0
"LATS1"	0
"EPS8L1"	0
"LILRB2"	0
"AAR2"	0
"RBM39"	0
"COX4I2"	0
"ZNF341"	1
"GGT7"	0
"ACSS2"	0
"EDA2R"	0
"ARHGEF9"	0
"C1QL1"	0
"HIGD1B"	0
"ATP6V1E1"	0
"ZNF227"	1
"ZNF428"	1
"ZNF141"	1
"COX4I1"	0
"EMC8"	0
"GSE1"	0
"GINS2"	0
"CHMP1A"	0
"SH3BGRL"	0
"COX7B"	0
"F12"	0
"PRR7"	0
"NFATC1"	1
"IDO1"	0
"CAP1"	0
"PPT1"	0
"RAB11FIP4"	0
"RLIM"	0
"ABCB7"	0
"TRAF3"	0
"HAUS8"	0
"MRPS25"	0
"SH3BP5"	0
"HACL1"	0
"TBC1D5"	0
"CAPN7"	0
"RFTN1"	0
"RBSN"	0
"GALNT15"	0
"SLC6A6"	0
"KCNC3"	0
"NAPSA"	0
"NAPSB"	0
"NR1H2"	1
"LRRC4B"	0
"PDLIM4"	0
"KIF3A"	0
"MGAT1"	0
"GFPT2"	0
"TUBG1"	0
"PSME3"	0
"RPL27"	0
"PSMC3IP"	0
"AOC3"	0
"ACLY"	0
"VPS25"	0
"RAMP2"	0
"AOC2"	0
"NDUFA2"	0
"ANKHD1"	0
"DIAPH1"	0
"NDFIP1"	0
"UBE2D2"	0
"EXOC4"	0
"ACAP3"	0
"C1orf159"	0
"ANO1"	0
"PPFIA1"	0
"TMEM204"	0
"KREMEN2"	0
"THOC6"	0
"TRAF7"	0
"BARX1"	1
"NINJ1"	0
"NPHP4"	0
"MAP1B"	0
"IL13RA1"	0
"WDR44"	0
"CKMT2"	0
"ZCCHC9"	0
"TNS4"	0
"TOP2A"	0
"STARD3"	0
"RARA"	1
"PPP1R1B"	0
"KHDRBS3"	0
"CHD1L"	0
"PEX11B"	0
"FMO5"	0
"PIAS3"	0
"PRKAB2"	0
"CLUHP3"	0
"PDHA1"	0
"RAI2"	0
"MCCC2"	0
"ZNF304"	1
"ZSCAN5A"	1
"ZNF132"	1
"SELENOS"	0
"CHSY1"	0
"SNRPA1"	0
"LLGL1"	0
"THAP1"	1
"RHPN2"	0
"C19orf12"	0
"FAAP24"	0
"ACTR10"	0
"GCH1"	0
"LGALS3"	0
"PODNL1"	0
"DNAJB1"	0
"ZSWIM4"	0
"FBXW9"	0
"RFX1"	1
"ZNF20"	1
"BRME1"	0
"DCAF15"	0
"CC2D1A"	1
"MATN3"	0
"TRIM21"	0
"SPATA6"	0
"LRRC41"	0
"CCT6B"	0
"DHX30"	0
"RAF1"	0
"PPARG"	1
"NUP210"	0
"FCRLA"	0
"HSD17B7"	0
"ENOSF1"	0
"EMILIN2"	0
"ARFIP2"	0
"TRIM5"	0
"TRIM22"	0
