"Genes"	"regulator"
"RRP8"	0
"TIMM10B"	0
"EFR3A"	0
"PTCD3"	0
"IMMT"	0
"MRPL35"	0
"IQCA1"	0
"ILKAP"	0
"PER2"	0
"RAMP1"	0
"SCLY"	0
"PTPRE"	0
"RAN"	0
"PRKAA1"	0
"CARD6"	0
"RAP1GAP2"	0
"CLUH"	0
"INPP5K"	0
"MYBBP1A"	0
"RPA1"	0
"SERPINF1"	0
"UBE2G1"	0
"EEFSEC"	0
"TBC1D14"	0
"TMEM128"	0
"COQ3"	0
"PNISR"	0
"POPDC3"	0
"SEC61G"	0
"LANCL2"	0
"FIGNL1"	0
"GRSF1"	0
"JCHAIN"	0
"ANKRD17"	0
"UTP3"	0
"ITGB4"	0
"WBP2"	0
"H3-3B"	0
"UNK"	1
"TRIM47"	0
"ZRANB2"	0
"EIF5A"	0
"KDM6B"	0
"CLEC10A"	0
"SLC52A1"	0
"GUCY2D"	0
"GPS2"	0
"XAF1"	0
"DLG4"	0
"RIDA"	0
"VPS13B"	0
"MATN2"	0
"REEP2"	0
"PCBD2"	0
"SDF2"	0
"FLOT2"	0
"ERAL1"	0
"PRMT7"	0
"NIP7"	0
"TERF2"	1
"VPS4A"	0
"MTSS2"	0
"HSPA12B"	0
"ANKEF1"	0
"PCED1A"	0
"SNAP25"	0
"BTBD3"	1
"PCNA"	0
"NXT1"	0
"POLR3F"	0
"RIN2"	0
"PTPRA"	0
"DAP3"	0
"KHDC4"	0
"NES"	0
"BCAN"	0
"ARHGEF11"	0
"RAB25"	0
"FCRL2"	0
"DCAF8"	0
"SYT11"	0
"IGHMBP2"	1
"ACY3"	0
"ALDH3B2"	0
"TESMIN"	0
"MMACHC"	0
"DPH2"	0
"TOE1"	1
"NASP"	0
"MUTYH"	0
"CTNNBL1"	1
"LPIN3"	0
"ZSWIM3"	0
"RBM38"	0
"VSTM2L"	0
"OSER1"	0
"SERINC3"	0
"PPP1R3D"	0
"DMGDH"	0
"BHMT2"	0
"AP3B1"	0
"ZBED3"	1
"PATJ"	0
"KANK4"	0
"FBXO44"	0
"CPLANE2"	0
"CASP9"	0
"DCTN4"	0
"ATP8A2"	0
"ZMYM5"	0
"USPL1"	0
"XPO4"	0
"POMP"	0
"CDK8"	0
"ALOX5AP"	0
"HMGB1P5"	0
"WASF3"	0
"CHRM3"	0
"MYH10"	0
"PEMT"	0
"SCO1"	0
"MPRIP"	0
"CHI3L1"	0
"PIK3C2B"	0
"DSTYK"	0
"CHIT1"	0
"SLC41A1"	0
"LGR6"	0
"TMCC2"	0
"DCLK1"	0
"CCNA1"	0
"COG6"	0
"SPART"	0
"EPSTI1"	0
"TRPC4"	0
"POSTN"	0
"RFXAP"	1
"TPT1"	0
"GPALPP1"	0
"KL"	0
"RFC3"	0
"STARD13"	0
"MORC4"	0
"BEX2"	0
"RNF128"	0
"TBC1D8B"	0
"TCEAL4"	0
"FAM104A"	0
"SLC39A11"	0
"EPHB2"	0
"SRRM1"	0
"BTBD2"	0
"PRAM1"	0
"KMT5C"	0
"ZNF414"	1
"PDE6B"	0
"HSPBP1"	0
"CSNK1G2"	0
"SLF1"	0
"CNDP2"	0
"MACROD1"	0
"WDR74"	0
"RTN3"	0
"PLAAT4"	0
"MYH11"	0
"CEP20"	0
"MED10"	0
"PDZD2"	0
"MORC2"	0
"LARGE1"	0
"GSTT2B"	0
"SLC2A11"	0
"C1QTNF6"	0
"FAM83F"	0
"SEC14L4"	0
"ZDHHC8P1"	0
"GIMAP6"	0
"GIMAP4"	0
"ADCK2"	0
"MKRN1"	0
"AGAP3"	0
"KRBA1"	0
"ZNF767P"	0
"ACTR3B"	0
"NTS"	0
"BTG1"	0
"LRRIQ1"	0
"C12orf29"	0
"ATP13A3"	0
"SFTPD"	0
"TMEM254"	0
"TMTC1"	0
"KRAS"	0
"IPO8"	0
"LARS1"	0
"SPINK5"	0
"IMPA1"	0
"LRRCC1"	0
"E2F5"	1
"CCDC59"	0
"SWAP70"	0
"ARNTL"	1
"LYVE1"	0
"AMPD3"	0
"SBF2"	0
"MICAL2"	0
"RRAS2"	0
"HSD17B4"	0
"ZFC3H1"	0
"SARAF"	0
"RNF122"	0
"DPF2"	1
"MEN1"	0
"ERG28"	0
"DGLUCY"	0
"UNC79"	0
"NUMB"	0
"CATSPERB"	0
"COX16"	0
"TTC9"	0
"MED6"	0
"EIF2S1"	0
"LOXL2"	0
"ELP3"	0
"PEBP4"	0
"ADAMDEC1"	0
"CTIF"	0
"MRO"	0
"MBD2"	1
"IER3IP1"	0
"MRPS36"	0
"CCNB1"	0
"CDK7"	0
"CD180"	0
"IRAK2"	0
"CAMK1"	0
"THUMPD3"	0
"VHL"	0
"BHLHE40"	1
"ARL8B"	0
"EDEM1"	0
"CHL1"	0
"MEIS2"	1
"DPH6"	0
"KATNBL1"	0
"EMC7"	0
"PRPF38B"	0
"TSPAN2"	0
"GSTM5"	0
"GSTM3"	0
"VAV3"	0
"PSRC1"	0
"PTPN22"	0
"SORT1"	0
"WNT2B"	0
"PTGFRN"	0
"LAMTOR5"	0
"NOTCH2"	0
"TRIM45"	0
"CEPT1"	0
"CD101"	0
"VTCN1"	0
"NGF"	0
"AP4B1"	0
"NAPG"	0
"SPIRE1"	0
"PPHLN1"	0
"FKBP11"	0
"ARF3"	0
"TMEM106C"	0
"SLC38A2"	0
"PLEKHA8P1"	0
"YWHAQ"	0
"KIDINS220"	0
"GRHL1"	1
"ROCK2"	0
"RSAD2"	0
"MYCN"	1
"LPIN1"	0
"CMPK2"	0
"IAH1"	0
"LDHA"	0
"SAA2"	0
"IL6ST"	0
"FST"	0
"NAV1"	0
"CDC73"	0
"TIMM17A"	0
"ERN2"	0
"RPS15A"	0
"NARS1"	0
"RELCH"	0
"FBH1"	0
"RBM17"	0
"IL2RA"	0
"ANKRD16"	0
"ECHDC3"	0
"IL15RA"	0
"CCNH"	0
"TMEM241"	0
"KCTD1"	0
"CABLES1"	0
"DOCK2"	0
"EMP1"	0
"SOX5"	1
"RERG"	0
"KLRD1"	0
"LRP4"	0
"DDB2"	1
"ACP2"	0
"RTL8C"	0
"RAB33A"	0
"RBMX2"	0
"STK26"	0
"PIWIL4"	0
"PUM1"	0
"SPOCD1"	0
"YARS1"	0
"PHC2"	0
"CDCA8"	0
"GNL2"	0
"AGO4"	0
"HOOK1"	0
"CYP2J2"	0
"BTF3L4"	0
"TUT4"	0
"PRPF38A"	0
"DSC2"	0
"DSG3"	0
"RNF138"	0
"ELP2"	0
"DSG1"	0
"DSC3"	0
"DTNA"	0
"FHOD3"	0
"TPGS2"	0
"DAGLA"	0
"SLC43A3"	0
"TIMM10"	0
"DHX34"	0
"APLNR"	0
"FADS2"	0
"TMEM258"	0
"C5AR2"	0
"TMEM165"	0
"CLOCK"	1
"PDGFRA"	0
"GGACT"	0
"COL4A2"	0
"CLDN10"	0
"DZIP1"	0
"UBAC2"	0
"ARGLU1"	0
"BIVM"	0
"ERCC5"	0
"TPP2"	0
"POGLUT2"	0
"CARS2"	0
"ARHGAP32"	0
"STT3A"	0
"ADAMTS8"	0
"ETS1"	1
"SLC37A2"	0
"TMED7"	0
"APC"	0
"NREP"	0
"WDR36"	0
"OSTF1"	0
"RFK"	0
"UBQLN1"	0
"NAA35"	0
"C9orf40"	0
"ANXA1"	0
"CTSL"	0
"CEMIP2"	0
"AGTPBP1"	0
"GOLM1"	0
"FAM189A2"	0
"PSAT1"	0
"ISCA1"	0
"ADAM19"	0
"HAVCR2"	0
"CCNJL"	0
"TAOK3"	0
"USP30"	0
"SDS"	0
"MSI1"	0
"FBXO21"	0
"TBX3"	1
"OASL"	0
"RNFT2"	0
"P2RX4"	0
"BICDL1"	0
"DTX1"	0
"TRAFD1"	0
"DMTF1"	1
"TMEM243"	0
"CCDC146"	0
"TMEM60"	0
"CD36"	0
"PNPLA8"	0
"HILPDA"	0
"RINT1"	0
"SRPK2"	0
"KCP"	0
"TES"	0
"MDFIC"	0
"MTO1"	0
"ANKRD6"	0
"KHDC1"	0
"CEP162"	0
"SYNCRIP"	0
"SNX14"	0
"NT5E"	0
"MRAP2"	0
"EPHA7"	0
"AKIRIN2"	0
"ORC3"	0
"LCA5"	0
"MAP3K7"	0
"PRR5L"	0
"LMO2"	1
"PHF21A"	0
"NAT10"	0
"EHF"	1
"ELF5"	1
"PRRG4"	0
"CAPRIN1"	0
"ATP5MC2"	0
"DNAJC14"	0
"CD63"	0
"AVIL"	0
"GDF11"	0
"GLS2"	0
"ITGA7"	0
"TESPA1"	0
"FAM186B"	0
"RDH5"	0
"AGAP2"	0
"BLOC1S1"	0
"CDK4"	0
"TROAP"	0
"TSPAN31"	0
"B4GALNT1"	0
"TFCP2"	1
"COQ10A"	0
"FAIM2"	0
"PAN2"	0
"ESPL1"	0
"KRT7"	0
"ZC3H10"	1
"HNRNPA1"	0
"ACVR1B"	0
"OS9"	0
"KCNH3"	0
"LTV1"	0
"MAP7"	0
"CD164"	0
"AFG1L"	0
"NHSL1"	0
"AHI1"	0
"HEY2"	1
"PKIB"	0
"SMPD2"	0
"MICAL1"	0
"REPS1"	0
"STX11"	0
"TEC"	0
"PRADC1"	0
"SEMA4F"	0
"CCT7"	0
"RAB11FIP5"	0
"SMYD5"	0
"DYSF"	0
"CCDC142"	0
"KCNMB4"	0
"USP15"	0
"GNS"	0
"CPM"	0
"MDM2"	0
"KLHL36"	0
"MPHOSPH6"	0
"KIAA0513"	0
"DYNC1LI2"	0
"FBXL8"	0
"FHOD1"	0
"CCDC102A"	0
"SLC9A5"	0
"AGT"	0
"PCNX2"	0
"KCNK1"	0
"URB2"	0
"EGLN1"	0
"CAPN9"	0
"COG2"	0
"ABCB10"	0
"NTPCR"	0
"TAF5L"	0
"GLUL"	0
"STX6"	0
"RNASEL"	0
"DHX9"	0
"KIAA1614"	0
"CEP350"	0
"NPL"	0
"NIBAN1"	0
"PIGC"	0
"LAMC1"	0
"RC3H1"	1
"GPR55"	0
"SP110"	1
"MRPL44"	0
"DOCK10"	0
"TTLL4"	0
"USP37"	0
"HTR2B"	0
"ITM2C"	0
"SLC19A3"	0
"SERPINE2"	0
"DNAJB2"	0
"WNT10A"	0
"TMBIM1"	0
"CYP27A1"	0
"EIF4E2"	0
"ARMC9"	0
"CAB39"	0
"COX5B"	0
"REV1"	0
"TSGA10"	0
"MFSD9"	0
"TMEM127"	0
"EDAR"	0
"TGFBRAP1"	0
"GCC2"	0
"MRPS9"	0
"C2orf49"	0
"ANKRD36"	0
"EPC2"	0
"ARHGEF4"	0
"ISCU"	0
"ALDH1L2"	0
"STAB2"	0
"USP44"	0
"SCYL2"	0
"CKAP4"	0
"PLXNC1"	0
"APPL2"	0
"PWP1"	0
"DRAM1"	0
"WASHC4"	0
"SLC41A2"	0
"VILL"	0
"FLNB"	0
"NEK3"	0
"VPS36"	0
"RNASEH2B"	0
"CKAP2"	0
"TBC1D4"	0
"THSD1"	0
"BORA"	0
"LRCH1"	0
"SUCLA2"	0
"RCBTB1"	0
"MED4"	0
"PHF11"	0
"RPL13AP25"	0
"COG3"	0
"LMO7"	0
"SCEL"	0
"ITM2B"	0
"SPRY2"	0
"NUDT15"	0
"EDNRB"	0
"RCBTB2"	0
"LCP1"	0
"SETDB2"	0
"SCRN1"	0
"C7orf25"	0
"TNS3"	0
"CHST12"	0
"IGF2BP3"	0
"GPNMB"	0
"RAPGEF5"	0
"RAC1"	0
"KDELR2"	0
"NUP42"	0
"IL6"	0
"ZDHHC4"	0
"AOAH"	0
"BZW2"	0
"TBRG4"	0
"DDX56"	0
"HUS1"	0
"NACAD"	0
"DBNL"	0
"CCM2"	0
"MYO1G"	0
"TTYH3"	0
"CIDEB"	0
"TTC5"	0
"NKX2-8"	1
"NKX2-1"	1
"ZFHX2"	1
"MTHFS"	0
"ADAMTS7"	0
"ABHD17C"	0
"IREB2"	0
"ALPK3"	0
"TM6SF1"	0
"CIB2"	0
"CALCOCO2"	0
"RSAD1"	0
"NMT1"	0
"MYCBPAP"	0
"SRSF1"	0
"VEZF1"	1
"CHAD"	0
"TACO1"	0
"TEX2"	0
"DCAF7"	0
"LIMD2"	0
"BRIP1"	1
"KAT7"	1
"RTP4"	0
"ACTL6A"	0
"NDUFB5"	0
"MRPL47"	0
"TRA2B"	0
"SCN2A"	0
"MARCHF7"	0
"ERMN"	0
"GALNT5"	0
"SCN7A"	0
"TANK"	0
"BLK"	0
"SKIL"	1
"EPRS1"	0
"HLX"	1
"VPS45"	0
"IL10"	0
"KCTD3"	0
"RPS6KC1"	0
"CBWD2"	0
"IL36G"	0
"IL1RN"	0
"IL36RN"	0
"SMPD4"	0
"WDR33"	0
"CCDC115"	0
"SAP130"	0
"BIN1"	0
"IMP4"	0
"HS6ST1"	0
"UGGT1"	0
"GYPC"	0
"STAM"	0
"ABI1"	0
"YME1L1"	0
"DNAJC1"	1
"NIPSNAP3A"	0
"LRRC8A"	0
"CDK9"	0
"TXN"	0
"ODF2"	0
"ECPAS"	0
"TOR1B"	0
"C9orf78"	0
"SMC2"	0
"KLF4"	1
"TOR1A"	0
"RALGPS1"	0
"NIBAN2"	0
"ST6GALNAC4"	0
"TMOD1"	0
"DAB2IP"	0
"STXBP1"	0
"SLC2A8"	0
"ANGPTL2"	0
"CDK5RAP2"	0
"ZFP37"	1
"SLC31A2"	0
"SLC31A1"	0
"TLR4"	0
"ZNF189"	1
"STX17"	0
"PRPF4"	0
"FPGS"	0
"USP20"	0
"KIF12"	0
"ATP6V1G1"	0
"TEX10"	0
"GARNL3"	0
"MRPL50"	0
"DPM2"	0
"TSTD2"	0
"PSMB7"	0
"TRMO"	0
"RABEPK"	0
"GOLGA1"	0
"XPA"	0
"NCBP1"	0
"ANP32B"	0
"PDCL"	0
"RPL35"	0
"CTSV"	0
"ARPC5L"	0
"ENPP2"	0
"DSCC1"	0
"DERL1"	0
"MYC"	1
"CCN3"	0
"IL33"	0
"DMAC1"	0
"RANBP6"	0
"POLR1E"	0
"PLAA"	0
"IL11RA"	0
"UBAP2"	0
"APTX"	0
"RNF38"	0
"TLN1"	0
"CCL21"	0
"SIT1"	0
"DNAJB5"	0
"SPAG8"	0
"DCTN3"	0
"CD72"	0
"TMEM8B"	0
"GRHPR"	0
"ALDH1B1"	0
"HINT2"	0
"ARHGEF39"	0
"IGFBPL1"	0
"DENND4C"	0
"RPS6"	0
"CNPY3"	0
"FOXP4"	1
"PPIL1"	0
"KLC4"	0
"KIF13A"	0
"ZSCAN9"	0
"PIM1"	0
"GMPR"	0
"CMTR1"	0
"TFAP2A"	1
"YIPF3"	0
"TMEM14B"	0
"TMEM63B"	0
"FRS3"	0
"TJAP1"	0
"CAPN11"	0
"KIAA0319"	0
"IRF4"	1
"SLC22A23"	0
"TUBB2A"	0
"LRRC1"	0
"FOXF2"	1
"BPHL"	0
"RIPK1"	0
"TUBB2B"	0
"UQCC2"	0
"HMGA1"	1
"TCF19"	1
"FLOT1"	0
"IER3"	0
"MDC1"	0
"PGBD1"	0
"ATAT1"	0
"TPMT"	0
"RNF144B"	0
"NRM"	0
"MTCH1"	0
"VARS2"	0
"TAF8"	0
"FAM8A1"	0
"C6orf52"	0
"FGFBP1"	0
"FGFBP2"	0
"CPEB2"	0
"FHDC1"	0
"TLR2"	0
"MYO7A"	0
"FCHSD2"	0
"ARRB1"	0
"SLCO2B1"	0
"THAP12"	0
"ANKRD42"	0
"IL18BP"	0
"NUMA1"	0
"CCDC90B"	0
"SYTL2"	0
"RAB30"	0
"CREBZF"	1
"LRRC32"	0
"PRCP"	0
"NARS2"	0
"RNF121"	0
"MRPL15"	0
"PI15"	0
"GGH"	0
"SLCO5A1"	0
"SULF1"	0
"TGS1"	0
"SDCBP"	0
"NEK1"	0
"DDX60"	0
"SORL1"	0
"TMPRSS4"	0
"BUD13"	0
"TRPC6"	0
"MMP7"	0
"CFAP300"	0
"DCUN1D5"	0
"YAP1"	0
"TRIM29"	0
"SLC37A4"	0
"POU2F3"	1
"RDX"	0
"PPP2R1B"	0
"FDX1"	0
"C11orf1"	0
"FXYD6"	0
"ARHGAP20"	0
"MMP13"	0
"TMPRSS13"	0
"CASP1"	0
"CASP5"	0
"ALKBH8"	0
"MAP2K5"	0
"SQOR"	0
"CTDSPL2"	0
"SLTM"	0
"THBS1"	0
"MAPKBP1"	0
"NUSAP1"	0
"NDUFAF1"	0
"KIF23"	0
"ITGA11"	0
"KNL1"	0
"HAUS2"	0
"RTF1"	0
"PARP6"	0
"RPLP1"	0
"PAQR5"	0
"LRRC49"	0
"TUBGCP4"	0
"RMDN3"	0
"ITPKA"	0
"UACA"	0
"SMAD6"	1
"PLCB2"	0
"TMEM62"	0
"PAK6"	0
"ADAM10"	0
"DUOX1"	0
"STRA6"	0
"CYP19A1"	0
"ZNF280D"	1
"SEMA6D"	0
"BCL2L10"	0
"RSL24D1"	0
"SPTBN5"	0
"GCHFR"	0
"BCAR3"	0
"TTLL7"	0
"FNBP1L"	0
"KYAT3"	0
"GTF2B"	0
"RABGGTB"	0
"IFI44L"	0
"GIPC2"	0
"ARHGAP29"	0
"IFI44"	0
"SLC44A5"	0
"RPL7P9"	0
"CLCA2"	0
"DBT"	0
"RTCA"	0
"IFT172"	0
"SELENOI"	0
"CGREF1"	0
"HADHB"	0
"KHK"	0
"ADCY3"	0
"PPM1B"	0
"PNPT1"	0
"DYNC2LI1"	0
"THUMPD2"	0
"CYP1B1"	0
"RAB1A"	0
"ACTR2"	0
"PREB"	1
"SLC5A6"	0
"PREPL"	0
"EMILIN1"	0
"FBXO11"	0
"ATRAID"	0
"CENPO"	0
"LRPPRC"	0
"DTNB"	0
"ACTR1A"	0
"MFSD13A"	0
"MYOF"	0
"LOXL4"	0
"STAMBPL1"	0
"CH25H"	0
"ATAD1"	0
"KIF11"	0
"CUZD1"	0
"TACC2"	0
"DUSP5"	0
"CALHM2"	0
"ARL3"	0
"CEP55"	0
"KIF20B"	0
"ENTPD1"	0
"EXOC6"	0
"PLCE1"	0
"RBP4"	0
"DBR1"	0
"DNAJC13"	0
"GPR87"	0
"ANXA7"	0
"FAM149B1"	0
"ASCC1"	0
"ZNF365"	1
"ADAMTS14"	0
"RPS24"	0
"TET1"	1
"DNA2"	0
"AOX1"	0
"ATIC"	0
"SMARCAL1"	1
"BARD1"	0
"STAT4"	1
"CARF"	1
"ASNSD1"	0
"METTL5"	0
"SSB"	0
"NAB1"	0
"CDK15"	0
"PPIG"	0
"FASTKD1"	0
"MDH1B"	0
"HECW2"	0
"IDH1"	0
"OLA1"	0
"CIR1"	0
"ITPRID2"	0
"CHRNA1"	0
"FAM117B"	0
"WDR12"	0
"ABI2"	0
"ITGAV"	0
"SLC40A1"	0
"SLC35A5"	0
"SLC49A4"	0
"SENP7"	0
"COX17"	0
"PARP9"	0
"MNS1"	0
"USP8"	0
"SECISBP2L"	0
"TMOD3"	0
"SPPL2A"	0
"GLCE"	0
"SHF"	0
"APH1B"	0
"INTS14"	0
"CILP"	0
"PARP16"	0
"PPCDC"	0
"SEMA7A"	0
"UBL7"	0
"ARHGAP24"	0
"FAM13A"	0
"HERC3"	0
"HERC6"	0
"HERC5"	0
"ZGRF1"	0
"AP1AR"	0
"COPS4"	0
"HNRNPD"	0
"PRKG2"	0
"RASGEF1B"	0
"SEC31A"	0
"GPAT3"	0
"FGF2"	0
"BBS7"	0
"KIAA1109"	0
"BMPR1B"	0
"RAP1GDS1"	0
"LARP1B"	0
"MMRN1"	0
"PDE5A"	0
"PRDM5"	1
"NAAA"	0
"NUP54"	0
"CXCL9"	0
"BMP2K"	0
"G3BP2"	0
"SEPTIN11"	0
"FRAS1"	0
"SCARB2"	0
"CCNG2"	0
"CNOT6L"	0
"USO1"	0
"CDKL2"	0
"SHROOM3"	0
"ANXA3"	0
"PPA2"	0
"CENPE"	0
"GSTCD"	0
"INTS12"	0
"ENPEP"	0
"CASP6"	0
"LEF1"	1
"HADH"	0
"EGF"	0
"PAPSS1"	0
"SEC24B"	0
"PPP3CA"	0
"SLC39A8"	0
"FBN2"	0
"MAPK8IP3"	0
"RGS3"	0
"GUCD1"	0
"RNF185"	0
"SHISAL1"	0
"PARVG"	0
"B4GALNT3"	0
"ERP27"	0
"ETV6"	1
"GABARAPL1"	0
"KIF21A"	0
"CPNE8"	0
"YARS2"	0
"FGD4"	0
"ALG10"	0
"SINHCAF"	0
"AEBP2"	1
"ETFBKMT"	0
"ETNK1"	0
"ZCRB1"	0
"TMEM117"	0
"PRICKLE1"	0
"C1RL"	0
"NDUFA9"	0
"CLSTN3"	0
"KLRG1"	0
"VAMP1"	0
"TAPBPL"	0
"CD27"	0
"RBP5"	0
"PEX5"	0
"PIANP"	0
"SLC38A4"	0
"AMIGO2"	0
"SCAF11"	0
"COL2A1"	0
"LLPH"	0
"RPL14P1"	0
"LRIG3"	0
"MARCHF9"	0
"INHBE"	0
"GLIPR1"	0
"PHLDA1"	0
"TMEM19"	0
"LGR5"	0
"PTPRQ"	0
"DUSP6"	0
"POC1B"	0
"TMTC3"	0
"LUM"	0
"SNRPF"	0
"AMDHD1"	0
"NEDD1"	0
"GAS2L3"	0
"TMEM132B"	0
"SLC15A4"	0
"TDG"	0
"RITA1"	0
"SDSL"	0
"MMAB"	0
"GLTP"	0
"GIT2"	0
"TCHP"	0
"FAM222A"	0
"NUP58"	0
"MTMR6"	0
"SLC46A3"	0
"SLC7A1"	0
"LNX2"	0
"SUOX"	0
"CCDC65"	0
"TARBP2"	0
"RDH16"	0
"ACVRL1"	0
"GPR84"	0
"NABP2"	0
"N4BP2L1"	0
"SMARCC2"	1
"BRCA2"	0
"KANSL2"	0
"CERS5"	0
"MAP3K12"	0
"ITGB7"	0
"GALNT6"	0
"CSAD"	0
"LMBR1L"	0
"MYG1"	0
"ESYT1"	0
"TMBIM6"	0
"ANKRD52"	0
"ZNF740"	1
"WDFY2"	0
"HNRNPA1L2"	0
"LPAR6"	0
"ESD"	0
"RB1"	0
"SBNO1"	0
"MORN3"	0
"SETD1B"	0
"VPS33A"	0
"VPS37B"	0
"RHOF"	0
"DENR"	0
"DIAPH3"	0
"SLAIN1"	0
"RBM26"	0
"MBNL2"	0
"ZIC5"	1
"ABHD13"	0
"RAB20"	0
"GRTP1"	0
"CUL4A"	0
"TTC6"	0
"CDH24"	0
"REM2"	0
"CBLN3"	0
"TSSK4"	0
"NOVA1"	0
"TMX1"	0
"FRMD6"	0
"PELI2"	0
"RTN1"	0
"ARMH4"	0
"SLC38A6"	0
"NAA30"	0
"RDH12"	0
"DCAF5"	0
"RAB15"	0
"WDR89"	0
"ESR2"	1
"STON2"	0
"EFCAB11"	0
"GPR65"	0
"PTGR2"	0
"JDP2"	1
"AK7"	0
"SLC24A4"	0
"FBLN5"	0
"CLBA1"	0
"WARS1"	0
"WDR20"	0
"NIPA2"	0
"SLC12A6"	0
"DUOXA1"	0
"MFAP1"	0
"TCF12"	1
"SORD"	0
"SERF2"	0
"ZSCAN29"	1
"DUOXA2"	0
"DUOX2"	0
"LYSMD2"	0
"SLC27A2"	0
"FGF7"	0
"HDC"	0
"GCNT3"	0
"BNIP2"	0
"GTF2A2"	0
"SRP14"	0
"BAHD1"	0
"DISP2"	0
"CDAN1"	0
"TLE3"	0
"ANP32A"	0
"COMMD4"	0
"UBE2Q2"	0
"PSTPIP1"	0
"ETFA"	0
"BCL2A1"	0
"HMG20A"	1
"SCAPER"	1
"TSPAN3"	0
"WDR61"	0
"NCOA2"	1
"NEIL1"	0
"MAN2C1"	0
"DNAJA4"	0
"TLNRD1"	0
"TPM1"	0
"IGF1R"	0
"ARRDC4"	0
"PIF1"	0
"USP3"	0
"BBS4"	0
"PML"	0
"ADAMTS17"	0
"LINS1"	0
"ULK3"	0
"PCSK6"	0
"SCAMP2"	0
"HAPLN3"	0
"RHCG"	0
"POLG"	0
"FANCI"	0
"ABHD2"	0
"WDR93"	0
"TICRR"	0
"DET1"	0
"MFGE8"	0
"ZNF710"	1
"UNC45A"	0
"MCTP2"	0
"FURIN"	0
"IQGAP1"	0
"CRTC3"	0
"EFL1"	0
"SH3GL3"	0
"SEC11A"	0
"GLYR1"	0
"PMM2"	0
"ITGAX"	0
"TGFB1I1"	1
"RUSF1"	0
"ARMC5"	0
"PARN"	0
"FTO"	0
"UQCRC2"	0
"CDR2"	0
"IGSF6"	0
"ARHGAP17"	0
"NKD1"	0
"DHX38"	0
"TXNL4B"	0
"MARVELD3"	0
"ZFHX3"	1
"CPNE2"	0
"NLRC5"	0
"KATNB1"	0
"KIFC3"	0
"NUDT7"	0
"GCSH"	0
"CMTM3"	0
"CDH11"	0
"NOL3"	0
"MAP1LC3B"	0
"MBTPS1"	0
"CDH13"	0
"ZCCHC14"	0
"MEAK7"	0
"ADAD2"	0
"OSGIN1"	0
"IRF8"	1
"RHOT2"	0
"RPL3L"	0
"ZSCAN32"	0
"RPS2"	0
"NDUFB10"	0
"PDPK1"	0
"TIGD7"	0
"DEF8"	0
"TCF25"	1
"GALNS"	0
"GAS8"	0
"MED9"	0
"NCOR1"	1
"COPS3"	0
"GID4"	0
"ZNF287"	1
"KSR1"	0
"UTP4"	0
"RANBP10"	0
"GFOD2"	0
"NOB1"	0
"PRPSAP2"	0
"PCTP"	0
"TOM1L1"	0
"C17orf80"	0
"TOB1"	0
"VPS53"	0
"SGSM2"	0
"NPEPPS"	0
"SKAP1"	0
"LRRC46"	0
"SCRN2"	0
"SSH2"	0
"RHBDL3"	0
"ARSG"	0
"ABCA8"	0
"G6PC3"	0
"CLTC"	0
"BCAS3"	0
"PTRH2"	0
"SS18"	0
"TAF4B"	0
"AFG3L2"	0
"PRELID3A"	0
"IMPA2"	0
"GNAL"	0
"SLC39A6"	0
"RPRD1A"	0
"C18orf21"	0
"GALNT1"	0
"GAREM1"	0
"ESCO1"	0
"OSBPL1A"	0
"GATA6"	1
"GREB1L"	0
"RMC1"	0
"PELP1"	0
"NPC1"	0
"SLC14A1"	0
"ARRB2"	0
"SLC13A5"	0
"ZMYND15"	0
"WRAP53"	0
"MINK1"	0
"SAT2"	0
"ASGR1"	0
"PIK3R5"	0
"TP53"	1
"CCDC40"	0
"ARHGDIA"	0
"TMC6"	0
"SLC16A3"	0
"CARD14"	0
"TTYH2"	0
"RAB40B"	0
"EIF4A3"	0
"CSNK1D"	0
"ANAPC11"	0
"TBCD"	0
"FN3KRP"	0
"NARF"	0
"RPTOR"	0
"FOXK2"	1
"TRIM65"	0
"CBX8"	0
"SECTM1"	0
"RNF157"	0
"CEP131"	0
"ZNF750"	1
"WDR45B"	0
"CBX4"	0
"RNF165"	0
"DYM"	0
"MAPK4"	0
"ELAC1"	0
"MBD1"	1
"SMAD4"	1
"TNFRSF11A"	0
"ZCCHC2"	0
"FBXO15"	0
"PMAIP1"	0
"P3H4"	0
"NT5C3B"	0
"RETREG3"	0
"ERBB2"	0
"GRB7"	0
"MIEN1"	0
"IGFBP4"	0
"FKBP10"	0
"TXNL4A"	0
"CACNA1A"	0
"MISP3"	0
"SAMD1"	0
"BRD4"	0
"SLC39A3"	0
"NFIC"	1
"TPGS1"	0
"PLPP2"	0
"PRDM15"	1
"PFKL"	0
"FEM1A"	0
"VAV1"	0
"MVB12A"	0
"SH3GL1"	0
"DUS3L"	0
"DPP9"	0
"CCDC97"	0
"TMEM91"	0
"ZFP14"	1
"SIRT3"	0
"IFITM3"	0
"PGGHG"	0
"HUNK"	0
"COL6A1"	0
"IFNAR1"	0
"SOD1"	0
"COL6A2"	0
"TRPM2"	0
"SCYL1"	0
"TMEM50B"	0
"APP"	0
"DOP1B"	0
"URB1"	0
"AKT1"	0
"EMP3"	0
"SAE1"	0
"NTN5"	0
"LMTK3"	0
"GEMIN7"	0
"CBLC"	0
"WTIP"	0
"ADAMTS10"	0
